,video_id,thumbnails,Title,Published_date,Views,Likes,Comments,Year,Month,Month_name,minimum_income,maximum_income
118,pysfhlLnIFs,https://i.ytimg.com/vi/pysfhlLnIFs/default.jpg,ريأكشن على أول فيديو عملته على يوتيوب.,2021-05-15 14:23:40+00:00,628610,34814,1312,2021,5,May,314.305,3771.66
119,lwIL131WV80,https://i.ytimg.com/vi/lwIL131WV80/default.jpg,لا فيديو جديد اليوم!,2021-05-14 13:50:11+00:00,133513,24493,1603,2021,5,May,66.7565,801.078
120,xQ4q6aMpjJY,https://i.ytimg.com/vi/xQ4q6aMpjJY/default.jpg,٥ مليون مشترك و ٥ مفاجأت 🎁🎁🎁🎁🎁,2021-05-07 14:53:08+00:00,166230,26811,3553,2021,5,May,83.115,997.38
121,hx404DyUnH0,https://i.ytimg.com/vi/hx404DyUnH0/default.jpg,الخرائط الذهنية 🧠 | زود حفظك و إستيعابك بمجهود أقل.,2021-04-30 11:30:17+00:00,704929,53255,1887,2021,4,April,352.4645,4229.574
122,XX2xjcNYiCI,https://i.ytimg.com/vi/XX2xjcNYiCI/default.jpg,أهم فيديو في السنة: التخطيط الصح ✅ لأهداف السنة ونص السنة و ربع السنة.  📅,2021-04-23 12:32:04+00:00,363385,29305,1601,2021,4,April,181.6925,2180.31
123,4Zc0VKMG6cI,https://i.ytimg.com/vi/4Zc0VKMG6cI/default.jpg,لا يوجد شئ بدون مقابل أبدا، و أتحداك! 💰,2021-04-16 11:30:01+00:00,357706,38473,3984,2021,4,April,178.853,2146.236
124,U7DjKKFKDgA,https://i.ytimg.com/vi/U7DjKKFKDgA/default.jpg,أول سلمه للنجاح!,2021-04-09 11:21:09+00:00,321849,34561,1938,2021,4,April,160.9245,1931.094
126,VrWQn9On3qA,https://i.ytimg.com/vi/VrWQn9On3qA/default.jpg,الثانوية العامة ٢٠٢١ : هل مستقبلنا ضاع خلاص؟!,2021-03-26 16:36:58+00:00,225280,26037,2841,2021,3,March,112.64,1351.68
127,qjR9P_qOa58,https://i.ytimg.com/vi/qjR9P_qOa58/default.jpg,لابتوب هدية من إنفيديا 🤩🥳| تجيب لابتوب والا ديسكتوب تجميعة !؟,2021-03-19 14:32:09+00:00,514690,31482,1623,2021,3,March,257.345,3088.14
128,4tien8GwEcc,https://i.ytimg.com/vi/4tien8GwEcc/default.jpg,أسئلة| كيف أجبر نفسي على المذاكرة؟ أفضل 5 كورسات؟ لو عايز أبقى أحمد أبوزيد، أعمل إيه؟,2021-03-12 14:26:57+00:00,418860,34080,1780,2021,3,March,209.43,2513.16
129,VNvaHXLNT4g,https://i.ytimg.com/vi/VNvaHXLNT4g/default.jpg,سر النجاح : لا تأكل المارشميلو,2021-03-05 11:30:26+00:00,425239,47805,2437,2021,3,March,212.6195,2551.434
130,RHAVTn4W_z4,https://i.ytimg.com/vi/RHAVTn4W_z4/default.jpg,إعلان كورس نوشن أخيرااااا Notion Course  🥳,2021-02-26 18:24:41+00:00,156015,11651,1468,2021,2,February,78.0075,936.09
131,BK_T3WGFLi0,https://i.ytimg.com/vi/BK_T3WGFLi0/default.jpg,كاميرة سينما الساحرة السوداء Black Magic؟ سر ألوان وجودة الفيديوهات؟,2021-02-19 17:40:04+00:00,135014,12787,1053,2021,2,February,67.507,810.084
132,BSGD6Vj3bCc,https://i.ytimg.com/vi/BSGD6Vj3bCc/default.jpg,ماذا أفضل؟ 🤔 القراءة في الكتب الورقية أم القراءة الديجيتال ؟,2021-02-12 16:52:24+00:00,332264,28749,1912,2021,2,February,166.132,1993.584
133,mkL04h4pKzs,https://i.ytimg.com/vi/mkL04h4pKzs/default.jpg,ليه نقرأ؟ ما دام فيه فيديوهات تلخيص للكتب!؟,2021-02-05 19:03:02+00:00,1197867,111692,5337,2021,2,February,598.9335,7187.202
134,Io3xK92c1gk,https://i.ytimg.com/vi/Io3xK92c1gk/default.jpg,تدوين اليوميات Journaling | تجربة هتغير حياتك للأفضل,2021-01-29 16:44:44+00:00,929617,76020,2775,2021,1,January,464.8085,5577.702
135,cOD4ycdZ8TI,https://i.ytimg.com/vi/cOD4ycdZ8TI/default.jpg,🤔 لماذا تأتينا الأفكار العظيمة في الحمام؟🛁,2021-01-22 14:00:10+00:00,159081,18645,1503,2021,1,January,79.5405,954.486
136,iX_hTQSYk-Y,https://i.ytimg.com/vi/iX_hTQSYk-Y/default.jpg,الأداة المثالية للإنجاز؟ جوجل كيب، تك تك، نوشن؟✅,2021-01-15 15:23:21+00:00,241294,23727,1092,2021,1,January,120.647,1447.764
137,Cu__QjmQW_s,https://i.ytimg.com/vi/Cu__QjmQW_s/default.jpg,Q&A: أكثر عادة واظبت عليها | بعمل جدول لكن لا ألتزم به |تحقيق أكبر استفادة من الكتب| كيف أتحمس دائما,2021-01-08 14:04:01+00:00,270591,21891,1034,2021,1,January,135.2955,1623.546
138,wSVhJ1ZiCKU,https://i.ytimg.com/vi/wSVhJ1ZiCKU/default.jpg,٢٠٢٠ أكتر سنة أنجزت فيها 🎯,2021-01-01 18:51:15+00:00,176187,21611,1234,2021,1,January,88.0935,1057.122
139,RpIFf_cJhpU,https://i.ytimg.com/vi/RpIFf_cJhpU/default.jpg,وهم التنمية البشرية و الشغف و اختيار المسار الوظيفي الكارير Career مع شاهين.,2020-12-25 16:11:27+00:00,260860,11394,844,2020,12,December,130.43,1565.16
140,Q8e8jAM5ndk,https://i.ytimg.com/vi/Q8e8jAM5ndk/default.jpg,📲 ✅  ١٠ تطبيقات أثرت على حياتي للأفضل,2020-12-18 15:18:24+00:00,1179282,80729,1857,2020,12,December,589.641,7075.692
141,MM37FHHtyLs,https://i.ytimg.com/vi/MM37FHHtyLs/default.jpg,زون المرقعة : كيف تخرج من زون المرقعة؟,2020-12-11 14:01:09+00:00,1782131,153645,6566,2020,12,December,891.0655,10692.786
142,ux5w5pTzgTc,https://i.ytimg.com/vi/ux5w5pTzgTc/default.jpg,٤٥ يوم بدون فيسبوك؟,2020-12-05 13:33:03+00:00,558685,53364,3899,2020,12,December,279.3425,3352.11
143,Z416t3o9Ej8,https://i.ytimg.com/vi/Z416t3o9Ej8/default.jpg,لماذا لا يتقن العرب اللغة الإنجليزية مثل باقي العالم ؟,2020-11-27 14:00:07+00:00,356174,35278,2205,2020,11,November,178.087,2137.044
144,wwYUE6va8K4,https://i.ytimg.com/vi/wwYUE6va8K4/default.jpg,أيهما أفضل، الايباد ام اللابتوب؟,2020-11-13 16:01:01+00:00,750186,40490,1885,2020,11,November,375.093,4501.116
145,32kGFH4Vvq0,https://i.ytimg.com/vi/32kGFH4Vvq0/default.jpg,لماذا الايباد هو أفضل جهاز للتعلم؟ | بعت اللابتوب و اشتريت ipad pro | أول مرة أجرب apple !,2020-11-06 16:28:06+00:00,1992248,91904,5776,2020,11,November,996.124,11953.488
146,5wpp3vFM41U,https://i.ytimg.com/vi/5wpp3vFM41U/default.jpg,أشهر مبرمج عربي، لم يدرس البرمجة |  أسامة الزيرو,2020-10-30 14:34:02+00:00,1889574,85808,3254,2020,10,October,944.787,11337.444
147,m0jyjCyFw_c,https://i.ytimg.com/vi/m0jyjCyFw_c/default.jpg,كيف تعلمت البرمجة؟ أول برنامج أعمله بنفسي بالكامل؟,2020-10-23 13:30:02+00:00,1970919,149752,3616,2020,10,October,985.4595,11825.514
148,1YnGAJmDA04,https://i.ytimg.com/vi/1YnGAJmDA04/default.jpg,Q&A | تنظيم الوقت لماذا أتعلم البرمجة ؟والكتب والأفلام التي أرشحها؟ وأين الفلوجات؟والتعليم الذاتي!,2020-10-16 12:31:06+00:00,322831,32214,1438,2020,10,October,161.4155,1936.986
149,ubWT5DDzHdg,https://i.ytimg.com/vi/ubWT5DDzHdg/default.jpg,١٠ أدوات مفيدة في جوجل كروم,2020-10-09 15:06:55+00:00,422641,34040,1172,2020,10,October,211.3205,2535.846
150,j1nxd_wQFXM,https://i.ytimg.com/vi/j1nxd_wQFXM/default.jpg,الرحلة من الهندسة للعمل الحر والموشن جرافيك مع (صهيب الدسوقي)؟,2020-10-02 11:36:43+00:00,948515,57820,2287,2020,10,October,474.2575,5691.09
151,uXzRDsbep_M,https://i.ytimg.com/vi/uXzRDsbep_M/default.jpg,Notion | أداة واحدة تنظم حياتك بالكامل,2020-09-25 12:00:51+00:00,1004147,62307,2278,2020,9,September,502.0735,6024.882
152,PCVYKTxTMWM,https://i.ytimg.com/vi/PCVYKTxTMWM/default.jpg,حقيبة تعلم اللغة الانجليزية!,2020-09-19 16:17:02+00:00,432938,36247,1275,2020,9,September,216.469,2597.628
153,7zeefxy6WKY,https://i.ytimg.com/vi/7zeefxy6WKY/default.jpg,دفعة التابلت في الثانوية العامة، كل شئ نعرفه حتى الأن!,2020-09-11 11:01:55+00:00,306263,32456,2108,2020,9,September,153.1315,1837.578
154,eg3wHwXDIEc,https://i.ytimg.com/vi/eg3wHwXDIEc/default.jpg,١٠ أسرار في بحث جوجل، أنت لا تعرفهم!,2020-09-05 18:50:43+00:00,1569606,81418,1630,2020,9,September,784.803,9417.636
155,Tnt4NJcPMfM,https://i.ytimg.com/vi/Tnt4NJcPMfM/default.jpg,بودكاست مع احمددسوقي: لم يحضر يومًا في الكلية ويعمل الأن في بنك مرموق، كيف؟,2020-08-28 11:53:51+00:00,586619,18794,1265,2020,8,August,293.3095,3519.714
156,1sEAjk4Cl6Y,https://i.ytimg.com/vi/1sEAjk4Cl6Y/default.jpg,Touch Typing الكتابة السريعة دون النظر للكيبورد !,2020-08-14 12:33:11+00:00,2723608,203244,3825,2020,8,August,1361.804,16341.648
157,pSPUeYx1nik,https://i.ytimg.com/vi/pSPUeYx1nik/default.jpg,٩ مهارات ضرورية أي شخص محتاجهم في الحياة عامة,2020-08-07 17:19:06+00:00,1215129,87344,2013,2020,8,August,607.5645,7290.774
158,X1b4zYbAHt0,https://i.ytimg.com/vi/X1b4zYbAHt0/default.jpg,كيفية عمل انترو احترافية لفيديوهاتك [ مجاناً - ب٥ دولار - ب٥٠ دولار ],2020-07-29 19:17:44+00:00,800634,46623,3463,2020,7,July,400.317,4803.804
159,TShyPo3ZDPU,https://i.ytimg.com/vi/TShyPo3ZDPU/default.jpg,كيف تدخل الترند على يوتيوب  Trending !🔥,2020-07-24 19:04:57+00:00,304656,31319,1529,2020,7,July,152.328,1827.936
160,BZeBQiH-IOE,https://i.ytimg.com/vi/BZeBQiH-IOE/default.jpg,الشهادات بتموت، إلحق نفسك !,2020-07-18 11:10:00+00:00,408096,39519,2400,2020,7,July,204.048,2448.576
161,VWhEIqyNFx8,https://i.ytimg.com/vi/VWhEIqyNFx8/default.jpg,كيف تقوي ذاكرتك بنسبة 500 % ؟,2020-07-10 02:00:02+00:00,1682108,109811,2085,2020,7,July,841.054,10092.648
162,wOp3Kyt_V5E,https://i.ytimg.com/vi/wOp3Kyt_V5E/default.jpg,عشرة نصائح ذهبية للمراهقين  [-18],2020-07-04 20:49:40+00:00,2636567,202774,6363,2020,7,July,1318.2835,15819.402
163,GZpk7Vqv3jQ,https://i.ytimg.com/vi/GZpk7Vqv3jQ/default.jpg,التسويف | أسبابه وعلاجه وكيف تتخلص من التسويف؟,2020-06-26 11:21:10+00:00,644345,55193,1861,2020,6,June,322.1725,3866.07
164,GHHaKXKTMmw,https://i.ytimg.com/vi/GHHaKXKTMmw/default.jpg,هل هتعمل فيديوهات طول العمر؟ و هل يوتيوب ممكن يكون عمل دائم مدى الحياة؟  Q&A,2020-06-20 14:19:36+00:00,251838,22687,1458,2020,6,June,125.919,1511.028
165,7nmKtI7fEmU,https://i.ytimg.com/vi/7nmKtI7fEmU/default.jpg,ملخص أهم كورس حضرته في حياتي :  تعلم كيف تتعلم!,2020-06-12 19:14:03+00:00,3880226,232891,5454,2020,6,June,1940.113,23281.356
166,wSsT98mFXxc,https://i.ytimg.com/vi/wSsT98mFXxc/default.jpg,١٠ نصائح للمذاكرة قبل الإمتحانات !,2020-06-05 20:37:53+00:00,875504,67677,2087,2020,6,June,437.752,5253.024
167,sm51PAGPPPM,https://i.ytimg.com/vi/sm51PAGPPPM/default.jpg,تعلم أساسيات المونتاج | بريمير من الصفر في ١٥ دقيقة !,2020-05-29 17:24:56+00:00,1915422,98000,3204,2020,5,May,957.711,11492.532
168,m3D7Vg2yCdo,https://i.ytimg.com/vi/m3D7Vg2yCdo/default.jpg,أشهر امتحان إنجليزي في العالم | كل شئ تحتاج أن تعرفه عن امتحان الأيلتس  IELTS,2020-05-22 21:24:47+00:00,901446,59994,1099,2020,5,May,450.723,5408.676
169,3FW6D-4aLWM,https://i.ytimg.com/vi/3FW6D-4aLWM/default.jpg,"المتشابهات في الانجليزي | Hole, Whole, Hall",2020-05-08 14:23:27+00:00,61978,5191,367,2020,5,May,30.989,371.868
170,MXzqaSj2lXM,https://i.ytimg.com/vi/MXzqaSj2lXM/default.jpg,تعلم إنجليزي من غير ما تاخد بالك 😉!,2020-05-01 19:54:09+00:00,971403,84915,2498,2020,5,May,485.7015,5828.418
171,PjI17Kyx-yY,https://i.ytimg.com/vi/PjI17Kyx-yY/default.jpg,"المتشابهات في الانجليزي | Flew, Flu, Flue, Flow",2020-04-24 13:02:55+00:00,75561,6371,381,2020,4,April,37.7805,453.366
172,TDPifkE4KAc,https://i.ytimg.com/vi/TDPifkE4KAc/default.jpg,أرخص كاميرا احترافية 2020 ! هل تنفع ليوتيوب؟,2020-04-17 17:45:25+00:00,714523,33387,1426,2020,4,April,357.2615,4287.138
173,784SkluoMVY,https://i.ytimg.com/vi/784SkluoMVY/default.jpg,تغيير هوية دروس أونلاين بالكااااااامل,2020-04-14 19:21:40+00:00,217648,23522,2046,2020,4,April,108.824,1305.888
174,XICg0J2uTR8,https://i.ytimg.com/vi/XICg0J2uTR8/default.jpg,"9 حاجات تعملهم في البيت , و أول حاجة: تتفرج على أفلام.",2020-04-10 20:25:12+00:00,531852,46157,2307,2020,4,April,265.926,3191.112
175,zzkp__pDZNI,https://i.ytimg.com/vi/zzkp__pDZNI/default.jpg,دو دو دو do due dew بيبي شارك😅 | المتشابهات في الانجليزي,2020-04-03 15:00:27+00:00,107634,10491,674,2020,4,April,53.817,645.804
176,twnzVirY2Ao,https://i.ytimg.com/vi/twnzVirY2Ao/default.jpg,4 أدوات و تطبيقات لا غنى عنهم للإنجاز و زيادة الإنتاجية.👌,2020-03-16 19:36:53+00:00,2547586,164005,2971,2020,3,March,1273.793,15285.516
177,KeT9BdSznV4,https://i.ytimg.com/vi/KeT9BdSznV4/default.jpg,"المتشابهات في الانجليزي | الفرق بين There, Their, They're, There's, Theirs.",2020-03-07 16:38:54+00:00,127715,8758,469,2020,3,March,63.8575,766.29
178,1c8fc7mmmHA,https://i.ytimg.com/vi/1c8fc7mmmHA/default.jpg,"هل أنت آمن؟ | حماية و تأمين حساب جوجل 🔐 ,  أساليب سرقة قنوات اليوتيوب 🧐",2020-03-01 16:44:54+00:00,218723,18329,1050,2020,3,March,109.3615,1312.338
179,JPHIsfORric,https://i.ytimg.com/vi/JPHIsfORric/default.jpg,"المتشابهات | الفرق بين Where, wear, ware, were, whir, we're, war.",2020-02-23 16:50:15+00:00,137486,11176,640,2020,2,February,68.743,824.916
180,HQT7AvCrrYo,https://i.ytimg.com/vi/HQT7AvCrrYo/default.jpg,هل الشهادة الجامعية مهمة، والا تبلها و تشرب ميتها؟,2020-02-15 20:14:42+00:00,236928,22333,1384,2020,2,February,118.464,1421.568
181,Vz0_W_vOzb8,https://i.ytimg.com/vi/Vz0_W_vOzb8/default.jpg,"المتشابهات في الانجليزي| too, to, two, tow, toe.",2020-02-08 19:22:05+00:00,100810,7900,656,2020,2,February,50.405,604.86
182,mI7YMKMJMrc,https://i.ytimg.com/vi/mI7YMKMJMrc/default.jpg,هاااام لليوتيوبرز | طريقة تحميل نسخة إحتياطية من فيديوهاتك بجودتها الأصلية من  يوتيوب.,2020-02-01 14:12:31+00:00,87609,6454,465,2020,2,February,43.8045,525.654
183,Fb-b95F92WA,https://i.ytimg.com/vi/Fb-b95F92WA/default.jpg,لماذا نفشل في تحقيق أهدافنا !؟ مع ( علي محمد علي),2020-01-25 16:36:47+00:00,708150,45601,1558,2020,1,January,354.075,4248.9
184,lpBuXCpwxSw,https://i.ytimg.com/vi/lpBuXCpwxSw/default.jpg,تعلم البرمجة - أهم وظيفة في المستقبل؟,2020-01-18 16:57:53+00:00,1358914,102686,2533,2020,1,January,679.457,8153.484
185,8nnxakK0SpA,https://i.ytimg.com/vi/8nnxakK0SpA/default.jpg,المتشابهات في الإنجليزي !,2020-01-11 08:00:51+00:00,165042,12970,271,2020,1,January,82.521,990.252
186,ywqBWbFSjgg,https://i.ytimg.com/vi/ywqBWbFSjgg/default.jpg,المنح | سافر و اتعلم ببلاش و خد شهادة و فلوس كمان !,2020-01-04 08:00:08+00:00,579113,43834,1518,2020,1,January,289.5565,3474.678
187,FvNWi2nVMJo,https://i.ytimg.com/vi/FvNWi2nVMJo/default.jpg,تجربة الشراء من امازون والشحن حتى باب بيتك بكامل التفاصيل,2019-12-28 08:17:54+00:00,537563,29155,1313,2019,12,December,268.7815,3225.378
188,TxlkCu-pJC4,https://i.ytimg.com/vi/TxlkCu-pJC4/default.jpg,دروس اونلاين و ابراهيم عادل ZAmerican English و الاكسنت!,2019-12-21 08:00:08+00:00,506227,43426,2478,2019,12,December,253.1135,3037.362
189,4vyzrmiJLh0,https://i.ytimg.com/vi/4vyzrmiJLh0/default.jpg,"أسرار الفري لانس و العمل الحر  مع ""أشهر فريلانسر"" في العالم العربي.",2019-12-14 08:00:01+00:00,538371,40942,1194,2019,12,December,269.1855,3230.226
190,HH78Zq8zW7k,https://i.ytimg.com/vi/HH78Zq8zW7k/default.jpg,كيف تقرأ الساعة في اللغة الانجليزية؟ الساعة كام بالانجليزي؟,2019-12-07 08:00:02+00:00,503508,23228,874,2019,12,December,251.754,3021.048
191,rFwGOcQelGU,https://i.ytimg.com/vi/rFwGOcQelGU/default.jpg,"متى نضيف d, ed, ied التصريف التاني للفعل في الانجليزي.",2019-11-15 13:12:33+00:00,554165,31661,1281,2019,11,November,277.0825,3324.99
192,nTmqxzsaxlY,https://i.ytimg.com/vi/nTmqxzsaxlY/default.jpg,أهم فترة في حياتك ؟,2019-11-09 16:38:34+00:00,344009,31398,1249,2019,11,November,172.0045,2064.054
193,cRHaYHxLIOk,https://i.ytimg.com/vi/cRHaYHxLIOk/default.jpg,أغرب شئ ساعدني في تغيير حياتي و ترك الوظيفة!,2019-10-30 18:00:07+00:00,219735,21883,1759,2019,10,October,109.8675,1318.41
194,6k3Xr7O10tg,https://i.ytimg.com/vi/6k3Xr7O10tg/default.jpg,الزواج حلو؟ أبدأ من أين؟ Q&A,2019-10-23 08:00:02+00:00,446219,30526,1586,2019,10,October,223.1095,2677.314
195,HP7vm_hSZpI,https://i.ytimg.com/vi/HP7vm_hSZpI/default.jpg,👇 هدية جوجل لك,2019-10-18 08:00:04+00:00,461649,36178,1342,2019,10,October,230.8245,2769.894
198,qjl8wdrpEpc,https://i.ytimg.com/vi/qjl8wdrpEpc/default.jpg,الـ 7 وصايا لطلاب الجامعة,2019-08-24 10:09:29+00:00,830853,66893,1409,2019,8,August,415.4265,4985.118
199,WDP1gK23GG4,https://i.ytimg.com/vi/WDP1gK23GG4/default.jpg,7 نصائح ذهبية لطلاب الثانوية 🔥👌,2019-08-15 19:06:54+00:00,1309469,109191,4776,2019,8,August,654.7345,7856.814
200,KnI6p28CU0A,https://i.ytimg.com/vi/KnI6p28CU0A/default.jpg,ثلاثة مليون مشترك| جيف أواي لـ 20 فائز | جولة في الاستوديو الجديد,2019-08-02 12:06:30+00:00,373144,38204,2757,2019,8,August,186.572,2238.864
201,Zo0WdtXNgv0,https://i.ytimg.com/vi/Zo0WdtXNgv0/default.jpg,"يحسن من نطقك , يحفظك كلمات أكتر و يزود ثقتك عند الكلام بالإنجليزي؟",2019-07-22 16:08:46+00:00,1529715,140078,3776,2019,7,July,764.8575,9178.29
202,ZsS6g9pBHEE,https://i.ytimg.com/vi/ZsS6g9pBHEE/default.jpg,أهم ٣ حاجات تعملهم في الاجازه!,2019-07-10 10:32:04+00:00,1061776,93858,4761,2019,7,July,530.888,6370.656
203,7c5UAin9JOs,https://i.ytimg.com/vi/7c5UAin9JOs/default.jpg,كيف تعد الغير معدود في الانجليزي!؟,2019-06-24 08:00:00+00:00,73167,6334,617,2019,6,June,36.5835,439.002
204,s9_3JW77f1o,https://i.ytimg.com/vi/s9_3JW77f1o/default.jpg,ماذا تفعل لو قابلك سؤال لا تعرف إجابته؟ (إمتحانات الثانوية العامة),2019-06-09 22:22:39+00:00,554072,44733,2131,2019,6,June,277.036,3324.432
205,4C45OiYF8VE,https://i.ytimg.com/vi/4C45OiYF8VE/default.jpg,7 نصائح ذهبية لليلة الإمتحان للثانوية العامة,2019-06-09 10:09:58+00:00,747188,61274,2559,2019,6,June,373.594,4483.128
206,z5CW6FZHb5A,https://i.ytimg.com/vi/z5CW6FZHb5A/default.jpg,انجلش تيك اواي - Bloopers ، خلف الكواليس,2019-05-29 19:31:17+00:00,89269,7162,773,2019,5,May,44.6345,535.614
207,1K0HKlZh4KE,https://i.ytimg.com/vi/1K0HKlZh4KE/default.jpg,"إنجلش تيك اواي 2 - َالفرق في النطق بين hear, here, hair, her",2019-05-24 17:36:04+00:00,115080,6743,379,2019,5,May,57.54,690.48
208,6LlcnJr-U4I,https://i.ytimg.com/vi/6LlcnJr-U4I/default.jpg,إنجلش تيك اواي 2 - َQuotation Marks,2019-05-23 19:08:33+00:00,74314,5341,251,2019,5,May,37.157,445.884
209,A4dRU7YH_uc,https://i.ytimg.com/vi/A4dRU7YH_uc/default.jpg,"إنجلش تيك اواي 2 - الفرق بين job, Work, Career",2019-05-22 19:30:54+00:00,88425,7469,467,2019,5,May,44.2125,530.55
210,UV1F7cq5eu4,https://i.ytimg.com/vi/UV1F7cq5eu4/default.jpg,إنجلش تيك اواي 2 - الفرق بين Hard و Hardly,2019-05-21 17:39:14+00:00,67700,6155,677,2019,5,May,33.85,406.2
211,nCMCmsGMVqs,https://i.ytimg.com/vi/nCMCmsGMVqs/default.jpg,إنجلش تيك اواي 2 - SO....That,2019-05-20 17:25:00+00:00,135055,12259,871,2019,5,May,67.5275,810.33
212,CYAawvNeuRs,https://i.ytimg.com/vi/CYAawvNeuRs/default.jpg,إنجلش تيك اواي 2 - الفرق بين SO و Very,2019-05-19 17:32:31+00:00,82313,7059,472,2019,5,May,41.1565,493.878
213,vtyJX-UnP64,https://i.ytimg.com/vi/vtyJX-UnP64/default.jpg,"إنجلش تيك اواي 2 - Work as, for, on, in with",2019-05-18 19:30:00+00:00,70116,5643,422,2019,5,May,35.058,420.696
214,Fq4U20OuBjU,https://i.ytimg.com/vi/Fq4U20OuBjU/default.jpg,"إنجلش تيك اواي 2 -الفرق بين Respected, Respectful, Respectable",2019-05-17 19:33:03+00:00,98597,9110,626,2019,5,May,49.2985,591.582
215,8XcNQgariZc,https://i.ytimg.com/vi/8XcNQgariZc/default.jpg,إنجلش تيك اواي 2 - I was wondering if يا مؤدب,2019-05-16 17:25:00+00:00,53634,5265,565,2019,5,May,26.817,321.804
216,r_lmmpGR6H0,https://i.ytimg.com/vi/r_lmmpGR6H0/default.jpg,إنجلش تيك اواي 2 - Affect & Effect,2019-05-15 17:10:42+00:00,80700,7467,548,2019,5,May,40.35,484.2
217,Ku1HJXlyyLU,https://i.ytimg.com/vi/Ku1HJXlyyLU/default.jpg,إنجلش تيك اواي 2 - Did he go? Or Did he went?,2019-05-14 17:37:45+00:00,65388,6309,508,2019,5,May,32.694,392.328
218,3MG9Y0OUTxU,https://i.ytimg.com/vi/3MG9Y0OUTxU/default.jpg,"إنجلش تيك اواي 2 - Everything, Everyone, Something, Anything, Anyone, NO one...etc",2019-05-13 17:15:02+00:00,124763,9162,804,2019,5,May,62.3815,748.578
219,HzHP1GcOPqY,https://i.ytimg.com/vi/HzHP1GcOPqY/default.jpg,"إنجلش تيك اواي 2 - If I were you, I would",2019-05-12 17:15:01+00:00,88508,8445,893,2019,5,May,44.254,531.048
220,Mb_sLhCxk7M,https://i.ytimg.com/vi/Mb_sLhCxk7M/default.jpg,إنجلش تيك اواي 2 - Advice & Advise,2019-05-11 19:42:30+00:00,81709,8544,490,2019,5,May,40.8545,490.254
221,1sU9StGxTKk,https://i.ytimg.com/vi/1sU9StGxTKk/default.jpg,إنجلش تيك اواي 2 - Be able to,2019-05-10 17:28:45+00:00,162758,13335,1065,2019,5,May,81.379,976.548
222,y-q9Mg5OKdg,https://i.ytimg.com/vi/y-q9Mg5OKdg/default.jpg,إنجلش تيك اواي 2 - Being,2019-05-09 20:00:03+00:00,112709,9468,497,2019,5,May,56.3545,676.254
223,oGrQ46cECSA,https://i.ytimg.com/vi/oGrQ46cECSA/default.jpg,إنجلش تيك اواي 2 - people جمع والا مفرد,2019-05-08 20:00:02+00:00,125354,10393,464,2019,5,May,62.677,752.124
224,BRDOCZHXXeY,https://i.ytimg.com/vi/BRDOCZHXXeY/default.jpg,"إنجلش تيك اواي 2 - quit , quite, quiet 😅",2019-05-07 23:10:30+00:00,127415,13447,1060,2019,5,May,63.7075,764.49
225,k4gcI6jHH_I,https://i.ytimg.com/vi/k4gcI6jHH_I/default.jpg,إنجلش تيك اواي 2 - Been,2019-05-06 20:00:03+00:00,172778,15142,1580,2019,5,May,86.389,1036.668
226,KrFgsc8fpNE,https://i.ytimg.com/vi/KrFgsc8fpNE/default.jpg,أهم أهم شئ في الشهر الأخير قبل الإمتحانات,2019-04-27 07:51:40+00:00,358506,37022,1825,2019,4,April,179.253,2151.036
227,8ijsxKzgROM,https://i.ytimg.com/vi/8ijsxKzgROM/default.jpg,الـ 10 نصائح الذهبية للفريلانسرز الجدد,2019-04-20 08:00:01+00:00,3025341,211497,4152,2019,4,April,1512.6705,18152.046
228,-QFFDOlsI6U,https://i.ytimg.com/vi/-QFFDOlsI6U/default.jpg,الأجانب مش عارفين الجرامر اللي بندرسها أصلا ! 😱,2019-04-13 17:25:13+00:00,166437,14613,973,2019,4,April,83.2185,998.622
229,ClpLnhOUVJM,https://i.ytimg.com/vi/ClpLnhOUVJM/default.jpg,ما هو أهم زمن في الانجليزي؟,2019-04-04 08:54:48+00:00,98664,9933,706,2019,4,April,49.332,591.984
230,HPkGQ7LidEE,https://i.ytimg.com/vi/HPkGQ7LidEE/default.jpg,ليه المشاهدات على القناة قليلة رغم ملايين المشتركين !!!؟,2019-03-28 09:33:22+00:00,219162,30351,2321,2019,3,March,109.581,1314.972
231,LTW1lpjGjX4,https://i.ytimg.com/vi/LTW1lpjGjX4/default.jpg,قلت لحماك أنت شغال إيه و انت رايح تخطب بنته؟! Q&A,2019-03-17 08:00:31+00:00,269583,21178,1430,2019,3,March,134.7915,1617.498
232,IwKidchw3ek,https://i.ytimg.com/vi/IwKidchw3ek/default.jpg,إزاي تلم المنهج في الفترة الباقية قبل الامتحانات؟ ( الثانوية العامة ),2019-03-09 12:05:54+00:00,1347355,100593,4642,2019,3,March,673.6775,8084.13
233,SDeNDnbr_0g,https://i.ytimg.com/vi/SDeNDnbr_0g/default.jpg,"الـ ing , لماذا نحب تلك الثلاثة حروف؟ و متي نستخدمهم؟ Gerund",2019-03-01 08:00:03+00:00,686258,36803,1311,2019,3,March,343.129,4117.548
234,Mw2DIQXiywk,https://i.ytimg.com/vi/Mw2DIQXiywk/default.jpg,الـ7 وصايا لليوتيوبرز الجدد,2019-02-19 09:00:02+00:00,2624309,184808,28472,2019,2,February,1312.1545,15745.854
